LSTM1,LSTM2,LSTM3,LSTM4
-4.0530376,482.36554,857.1581,12.757156
-4.008941,483.7595,857.1514,12.758823
-3.9790077,483.38055,857.1559,12.754807
-3.9476447,484.01147,857.1512,12.755867
-3.9205816,482.32944,857.14795,12.756932
-3.8847332,483.9439,857.15515,12.758367
-3.8292744,485.95584,857.1459,12.759401
-3.7986515,484.83414,857.14215,12.75815
-3.7734752,483.9763,857.1282,12.75587
-3.8811316,889.36334,1554.1086,25.78658
-3.9098272,888.5742,1554.1517,25.78875
-3.902322,887.8685,1554.2189,25.788382
-3.9329276,888.9678,1554.2288,25.791128
-3.9460645,890.4587,1554.2998,25.78793
-3.9346182,891.33923,1554.3142,25.78824
-3.9395216,890.4263,1554.3739,25.788729
-3.9324367,893.0758,1554.3867,25.786865
-3.9095101,890.95764,1554.4303,25.788439
-3.8708613,889.9538,1554.4785,25.784964
-3.8251016,892.88135,1554.5222,25.785696
-3.7729764,890.8859,1554.5391,25.785503
-3.7225099,890.8627,1554.5989,25.787159
-3.694981,893.1719,1554.6573,25.789516
-3.6630747,894.2179,1554.696,25.790411
-3.612718,892.01526,1554.7676,25.792294
-3.5670683,889.3346,1554.859,25.786608
-3.5114565,891.3268,1554.9586,25.7894
-3.458386,890.474,1555.1104,25.782076
-3.412272,893.9154,1555.2915,25.784187
-3.351795,893.30707,1555.5502,25.784752
-3.2896373,894.6724,1555.9313,25.786137
-3.204406,896.86383,1556.4409,25.787226
-3.1553447,895.10864,1557.1458,25.78569
-3.1109881,893.8247,1558.0796,25.782719
-2.3658204,725.4163,1280.1536,20.137083
-2.3702984,724.8271,1280.1947,20.13934
-2.3419318,723.92883,1280.2512,20.139126
-2.3546476,724.9785,1280.2568,20.141172
-2.3499475,726.34467,1280.3148,20.138428
-2.3150551,727.27893,1280.3209,20.138857
-2.301902,726.22363,1280.357,20.13953
-2.2795088,728.04315,1280.3579,20.13792
-2.2441843,726.214,1280.3795,20.139158
-2.2111824,725.81805,1280.4028,20.13628
-2.1809852,728.43445,1280.4193,20.137812
-2.149465,726.6171,1280.4113,20.137768
-2.114983,726.6028,1280.4326,20.13926
-2.0944169,728.8351,1280.4464,20.142054
-2.0802867,729.06354,1280.4369,20.142666
-2.0454626,727.1752,1280.4407,20.144703
-2.0106113,724.8053,1280.4498,20.140139
-1.9772297,726.67346,1280.442,20.142387
-1.9614673,726.0253,1280.4512,20.136145
-1.946009,727.01984,1280.4465,20.13777
-1.9322257,724.9533,1280.4451,20.138828
-1.9065282,726.5831,1280.4565,20.140533
-1.8612778,728.9543,1280.4498,20.141853
-1.8443165,727.6421,1280.4478,20.14037
-1.8325138,726.76874,1280.4299,20.137453
-3.476386,605.9,1071.7875,16.513027
-3.4718757,605.4277,1071.8329,16.515274
-3.4354165,604.49835,1071.886,16.515089
-3.4394674,605.43646,1071.8959,16.516886
-3.428493,606.77155,1071.952,16.514652
-3.3853896,607.6439,1071.9601,16.515217
-3.3645813,606.7719,1071.993,16.51567
-3.335077,608.1937,1071.9958,16.514326
-3.2948623,606.6129,1072.0156,16.515299
-3.2566607,606.4905,1072.0367,16.512798
-3.222123,608.792,1072.051,16.514215
-3.1852937,607.11505,1072.0447,16.514057
-3.145998,607.07025,1072.0629,16.515306
-3.119673,609.1666,1072.0757,16.518044
-3.1012132,609.38544,1072.0673,16.518442
-3.0586457,607.6431,1072.069,16.520422
-3.016917,605.4729,1072.0769,16.516666
-2.9782467,607.10815,1072.0697,16.518639
-2.9554214,606.5929,1072.0765,16.513483
-2.9320326,607.4082,1072.072,16.514822
-2.9116,605.5306,1072.0697,16.515888
-2.8807857,607.1537,1072.0791,16.517467
-2.8303196,609.34796,1072.0713,16.518652
-2.8064916,608.1293,1072.0685,16.51727
-2.7879968,607.26337,1072.0526,16.514668
-3.8811321,889.36334,1554.1086,25.786577
-3.9098272,888.57416,1554.1517,25.788748
-3.9023225,887.8685,1554.2189,25.78838
-3.932928,888.9677,1554.2288,25.791126
-3.9460645,890.45856,1554.2998,25.787926
-3.9346192,891.3391,1554.3142,25.788239
-3.939522,890.4263,1554.3738,25.788727
-3.9324367,893.0758,1554.3866,25.786865
-3.9095101,890.95764,1554.4302,25.788439
-3.8708618,889.9538,1554.4785,25.784962
-3.8251026,892.88135,1554.5221,25.785694
-3.7729769,890.8858,1554.5391,25.7855
-3.7225099,890.8627,1554.5988,25.787155
-3.6949816,893.17175,1554.6571,25.789516
-3.6630747,894.21783,1554.696,25.790407
-3.6127186,892.0152,1554.7676,25.792294
-3.5670688,889.3346,1554.8589,25.786608
-3.511457,891.3268,1554.9585,25.789398
-3.4583864,890.47394,1555.1104,25.782076
-3.412273,893.91534,1555.2915,25.784187
-3.351796,893.30707,1555.55,25.784752
-3.2896373,894.67236,1555.9312,25.786135
-3.2044065,896.8638,1556.4409,25.787224
-3.1553452,895.1086,1557.1456,25.78569
-3.1109886,893.82465,1558.0795,25.782717
-3.8811321,889.36334,1554.1086,25.786577
-3.9098272,888.57416,1554.1517,25.788748
-3.9023225,887.8685,1554.2189,25.78838
-3.932928,888.9677,1554.2288,25.791126
-3.9460645,890.45856,1554.2998,25.787926
-3.9346192,891.3391,1554.3142,25.788239
-3.939522,890.4263,1554.3738,25.788727
-3.9324367,893.0758,1554.3866,25.786865
-3.9095101,890.95764,1554.4302,25.788439
-3.8708618,889.9538,1554.4785,25.784962
-3.8251026,892.88135,1554.5221,25.785694
-3.7729769,890.8858,1554.5391,25.7855
-3.7225099,890.8627,1554.5988,25.787155
-3.6949816,893.17175,1554.6571,25.789516
-3.6630747,894.21783,1554.696,25.790407
-3.6127186,892.0152,1554.7676,25.792294
-3.5670688,889.3346,1554.8589,25.786608
-3.511457,891.3268,1554.9585,25.789398
-3.4583864,890.47394,1555.1104,25.782076
-3.412273,893.91534,1555.2915,25.784187
-3.351796,893.30707,1555.55,25.784752
-3.2896373,894.67236,1555.9312,25.786135
-3.2044065,896.8638,1556.4409,25.787224
-3.1553452,895.1086,1557.1456,25.78569
-3.1109886,893.82465,1558.0795,25.782717
-1.1960832,888.5096,1561.9949,25.792017
-1.2221247,887.63654,1562.0331,25.794275
-1.21557,886.8739,1562.0963,25.794024
-1.250374,887.9146,1562.0986,25.796427
-1.2625401,889.37067,1562.1621,25.79301
-1.2507515,890.23254,1562.1687,25.793257
-1.2582233,888.9624,1562.213,25.79411
-1.2552767,891.3764,1562.2144,25.792149
-1.2356901,889.2742,1562.2423,25.793684
-1.217658,888.3261,1562.2728,25.790255
-1.2010038,891.3718,1562.2964,25.791906
-1.1839541,889.35785,1562.2913,25.792057
-1.1655575,889.39435,1562.322,25.7939
-1.1628757,891.7888,1562.3434,25.796658
-1.1639594,892.0833,1562.3391,25.797522
-1.1468256,889.9693,1562.3535,25.799643
-1.1303984,887.3002,1562.3752,25.793959
-1.1123565,889.40967,1562.3792,25.796576
-1.0967066,888.6486,1562.4065,25.788853
-1.0794561,890.0806,1562.4214,25.790787
-1.0588856,887.8826,1562.4491,25.791824
-1.026593,889.6125,1562.5011,25.793652
-0.9752406,892.1892,1562.5487,25.7952
-0.95411545,890.7178,1562.6191,25.793583
-0.9372048,889.7886,1562.6952,25.790302
-3.476386,605.9,1071.7875,16.513027
-3.4718757,605.4277,1071.8329,16.515274
-3.4354165,604.49835,1071.886,16.515089
-3.4394674,605.43646,1071.8959,16.516886
-3.428493,606.77155,1071.952,16.514652
-3.3853896,607.6439,1071.9601,16.515217
-3.3645813,606.7719,1071.993,16.51567
-3.335077,608.1937,1071.9958,16.514326
-3.2948623,606.6129,1072.0156,16.515299
-3.2566607,606.4905,1072.0367,16.512798
-3.222123,608.792,1072.051,16.514215
-3.1852937,607.11505,1072.0447,16.514057
-3.145998,607.07025,1072.0629,16.515306
-3.119673,609.1666,1072.0757,16.518044
-3.1012132,609.38544,1072.0673,16.518442
-3.0586457,607.6431,1072.069,16.520422
-3.016917,605.4729,1072.0769,16.516666
-2.9782467,607.10815,1072.0697,16.518639
-2.9554214,606.5929,1072.0765,16.513483
-2.9320326,607.4082,1072.072,16.514822
-2.9116,605.5306,1072.0697,16.515888
-2.8807857,607.1537,1072.0791,16.517467
-2.8303196,609.34796,1072.0713,16.518652
-2.8064916,608.1293,1072.0685,16.51727
-2.7879968,607.26337,1072.0526,16.514668
-3.6109562,889.2774,1554.9021,25.787125
-3.6393843,888.4798,1554.9447,25.789303
-3.631975,887.76843,1555.0116,25.788946
-3.663003,888.86176,1555.0205,25.79166
-3.676042,890.3491,1555.0908,25.788437
-3.6645615,891.2278,1555.1045,25.788744
-3.6697233,890.27893,1555.1626,25.789268
-3.6630552,892.9048,1555.1742,25.787395
-3.6404643,890.7882,1555.2162,25.788965
-3.6038907,889.79,1555.2628,25.785494
-3.5610592,892.72943,1555.3044,25.78632
-3.512463,890.7321,1555.3191,25.78616
-3.4652228,890.7149,1555.3759,25.787834
-3.440195,893.0326,1555.4305,25.790236
-3.411608,894.00305,1555.4651,25.791124
-3.3645945,891.8093,1555.5308,25.793032
-3.3218853,889.1299,1555.6152,25.787348
-3.2700539,891.1339,1555.7052,25.790121
-3.2207484,890.2903,1555.8445,25.782757
-3.1775393,893.5295,1556.009,25.784851
-3.1210775,892.76117,1556.2443,25.785461
-3.0619247,894.16327,1556.5923,25.786892
-2.9801023,896.39343,1557.0555,25.788027
-2.9338524,894.6668,1557.6964,25.786484
-2.8922572,893.4185,1558.5441,25.783482
-2.365781,725.4208,1280.1611,20.137234
-2.3702602,724.8314,1280.2023,20.13949
-2.3418937,723.93317,1280.2588,20.139278
-2.35461,724.9829,1280.2644,20.141321
-2.3499105,726.349,1280.3223,20.13858
-2.315019,727.2833,1280.3285,20.13901
-2.3018658,726.228,1280.3647,20.139683
-2.2794735,728.0475,1280.3654,20.138073
-2.2441502,726.2183,1280.3871,20.139307
-2.2111475,725.8224,1280.4105,20.136433
-2.1809516,728.4388,1280.4269,20.137962
-2.1494322,726.62146,1280.4188,20.13792
-2.1149502,726.60706,1280.4402,20.139412
-2.0943847,728.8395,1280.454,20.142204
-2.0802546,729.068,1280.4445,20.142817
-2.0454311,727.17957,1280.4482,20.144855
-2.0105808,724.80963,1280.4574,20.140291
-1.9771994,726.6778,1280.4496,20.14254
-1.9614367,726.0297,1280.4586,20.136295
-1.9459785,727.02423,1280.454,20.13792
-1.9321952,724.9576,1280.4528,20.138977
-1.9064984,726.5875,1280.4641,20.140686
-1.861248,728.9587,1280.4574,20.142002
-1.8442867,727.64636,1280.4553,20.140522
-1.8324835,726.7731,1280.4375,20.137606
-4.6213107,482.58188,856.87775,12.752932
-4.6073723,482.2391,856.9276,12.755187
-4.562453,481.27173,856.977,12.755025
-4.557387,482.08075,856.9913,12.756562
-4.5397487,483.4089,857.0454,12.754852
-4.488152,484.21207,857.0554,12.755555
-4.459337,483.5425,857.08466,12.75575
-4.422435,484.55292,857.0893,12.754686
-4.377137,483.22678,857.10724,12.755388
-4.333479,483.38266,857.126,12.753257
-4.2943163,485.35574,857.13776,12.754582
-4.2519965,483.81964,857.1331,12.754291
-4.207651,483.73846,857.1481,12.755281
-4.1753488,485.7133,857.1595,12.757978
-4.1524286,485.92157,857.152,12.758154
-4.101874,484.32977,857.1515,12.760075
-4.0530367,482.3655,857.15796,12.757156
-4.008941,483.75952,857.1514,12.758823
-3.9790082,483.38055,857.1559,12.754807
-3.9476447,484.01154,857.15125,12.755867
-3.9205816,482.32944,857.1479,12.756932
-3.8847332,483.9439,857.1552,12.758365
-3.8292744,485.95584,857.14594,12.759401
-3.798652,484.83414,857.14215,12.75815
-3.7734752,483.9763,857.1282,12.75587
-4.800799,463.29218,823.24115,12.170535
-4.7853727,462.96793,823.2915,12.172785
-4.739109,461.9956,823.34045,12.172631
-4.7326035,462.78705,823.35547,12.174127
-4.7139096,464.10938,823.4094,12.172501
-4.6609745,464.9027,823.41956,12.173226
-4.6308947,464.26233,823.4484,12.17338
-4.5928283,465.20853,823.45337,12.172356
-4.546723,463.9225,823.471,12.1730175
-4.5021763,464.1226,823.4895,12.170949
-4.462278,466.04486,823.50085,12.172254
-4.41908,464.5315,823.4966,12.171944
-4.373914,464.44543,823.51105,12.172896
-4.340649,466.39783,823.5223,12.175581
-4.3169775,466.60443,823.5149,12.175726
-4.2651267,465.03616,823.51416,12.177634
-4.215143,463.10403,823.52057,12.174847
-4.1701508,464.46036,823.51404,12.17647
-4.1390595,464.1029,823.5181,12.172629
-4.1064086,464.70496,823.5135,12.173641
-4.0782614,463.05334,823.51013,12.174708
-4.0415816,464.66684,823.517,12.176121
-3.9852693,466.65027,823.50757,12.177135
-3.9535286,465.54364,823.5037,12.175899
-3.9272585,464.68698,823.49005,12.173671
-3.4741325,1051.7645,1837.2891,31.593178
-3.5095315,1050.8123,1837.3256,31.595434
-3.5003917,1050.0757,1837.3951,31.5951
-3.5364537,1051.3926,1837.3977,31.598154
-3.5514064,1053.0349,1837.471,31.594292
-3.5435107,1053.99,1837.4807,31.594456
-3.548535,1052.8885,1837.5427,31.595156
-3.5399406,1056.0414,1837.552,31.592916
-3.5134273,1053.5432,1837.5936,31.594809
-3.4734147,1052.2087,1837.6434,31.590803
-3.423138,1055.541,1837.6884,31.591768
-3.3701506,1053.3098,1837.7026,31.591682
-3.3190417,1053.286,1837.764,31.593628
-3.2948306,1055.8295,1837.8214,31.59602
-3.2636468,1056.9257,1837.8557,31.597174
-3.215219,1054.4747,1837.928,31.599215
-3.1620896,1051.4572,1838.0184,31.59252
-3.1030707,1053.7787,1838.1146,31.595665
-3.0504398,1052.8049,1838.2656,31.58688
-3.0029712,1056.4221,1838.4443,31.589355
-2.9425273,1055.4664,1838.7008,31.589989
-2.8796928,1057.0486,1839.0831,31.591759
-2.7916267,1059.5002,1839.5907,31.593187
-2.7443473,1057.583,1840.2953,31.591599
-2.702991,1056.2593,1841.2244,31.588266
-4.62131,482.58194,856.87787,12.752932
-4.607372,482.23914,856.9275,12.755185
-4.5624533,481.27173,856.977,12.755026
-4.5573864,482.0808,856.9912,12.756562
-4.5397487,483.40894,857.0454,12.754852
-4.488151,484.21207,857.0553,12.755555
-4.459337,483.5425,857.0847,12.75575
-4.4224343,484.55292,857.0893,12.754684
-4.3771367,483.22675,857.10724,12.755388
-4.3334794,483.38266,857.126,12.753257
-4.2943153,485.35577,857.1377,12.754582
-4.2519965,483.81964,857.1331,12.754291
-4.2076507,483.73846,857.1481,12.755281
-4.1753497,485.71335,857.1595,12.757977
-4.1524277,485.92157,857.1519,12.758154
-4.1018744,484.3298,857.1515,12.760074
-4.0530376,482.36554,857.1581,12.757156
-4.008941,483.7595,857.1514,12.758823
-3.9790077,483.38055,857.1559,12.754807
-3.9476447,484.01147,857.1512,12.755867
-3.9205816,482.32944,857.14795,12.756932
-3.8847332,483.9439,857.15515,12.758367
-3.8292744,485.95584,857.1459,12.759401
-3.7986515,484.83414,857.14215,12.75815
-3.7734752,483.9763,857.1282,12.75587
-1.5991158,888.63776,1560.8113,25.7912
-1.6255561,887.7773,1560.85,25.793446
-1.6188583,887.0232,1560.914,25.793177
-1.6530324,888.0727,1560.9175,25.795631
-1.6653445,889.534,1560.9819,25.792248
-1.6536069,890.39856,1560.9897,25.792505
-1.6606929,889.1821,1561.0364,25.793303
-1.6571252,891.6315,1561.0394,25.791355
-1.6370375,889.52686,1561.0697,25.792898
-1.6159108,888.57043,1561.1029,25.78946
-1.5948875,891.5984,1561.1295,25.790974
-1.5725733,889.5872,1561.1277,25.791073
-1.5493628,889.61475,1561.1627,25.792885
-1.5429511,891.99634,1561.1898,25.795586
-1.5390828,892.40375,1561.1917,25.796453
-1.5169625,890.27637,1561.2148,25.79854
-1.4961493,887.60547,1561.247,25.792856
-1.4724678,889.6974,1561.2653,25.795498
-1.451201,888.9226,1561.3113,25.787834
-1.4296178,890.65625,1561.3511,25.789795
-1.4030576,888.69684,1561.4136,25.790764
-1.3662817,890.372,1561.515,25.792524
-1.3098441,892.89087,1561.632,25.794003
-1.2845254,891.37683,1561.7975,25.792397
-1.2634952,890.3944,1562.0023,25.789164
-6.126983,320.76636,574.71063,7.8673954
-6.1005635,320.5792,574.76624,7.8696184
-6.0443645,319.5707,574.81116,7.8695116
-6.0272255,320.23148,574.83154,7.870701
-6.0007315,321.51126,574.8834,7.869693
-5.9379086,322.23218,574.896,7.8705864
-5.898475,321.8073,574.921,7.8704357
-5.851814,322.27917,574.9285,7.8697205
-5.7997394,321.2894,574.94403,7.8700676
-5.748624,321.816,574.9601,7.8684607
-5.7032986,323.36288,574.969,7.8696127
-5.653602,322.0174,574.96686,7.8691697
-5.602375,321.89575,574.9779,7.8698387
-5.561994,323.68182,574.98785,7.87245
-5.5327787,323.87637,574.9819,7.87235
-5.471345,322.48166,574.9789,7.8741837
-5.4128914,320.78705,574.9839,7.8723497
-5.3612747,321.86523,574.9782,7.8736506
-5.3216305,321.6667,574.97986,7.8710985
-5.2794657,322.05496,574.9755,7.8717656
-5.2433076,320.62848,574.97107,7.8728437
-5.2004848,322.23483,574.9758,7.874096
-5.137864,324.0075,574.9651,7.87496
-5.097864,323.01242,574.9605,7.8738327
-5.063512,322.16443,574.9493,7.8719893
-6.1270504,320.75906,574.69794,7.867176
-6.100631,320.5719,574.75354,7.869399
-6.0444307,319.56342,574.79846,7.8692913
-6.0272913,320.22418,574.81885,7.8704815
-6.000797,321.50397,574.8707,7.8694725
-5.9379735,322.22488,574.8833,7.870366
-5.89854,321.80002,574.9083,7.8702154
-5.8518777,322.27185,574.91583,7.8695006
-5.7998033,321.2821,574.93134,7.869848
-5.7486877,321.80875,574.9474,7.8682404
-5.7033625,323.3556,574.9563,7.8693933
-5.653666,322.0101,574.95416,7.86895
-5.6024375,321.88846,574.9651,7.869619
-5.5620565,323.67453,574.97516,7.87223
-5.5328407,323.86908,574.9692,7.8721304
-5.4714065,322.4744,574.9662,7.8739634
-5.4129524,320.7798,574.9712,7.87213
-5.3613358,321.85794,574.9655,7.873431
-5.3216906,321.6594,574.9671,7.870878
-5.2795253,322.04767,574.9628,7.8715453
-5.2433667,320.6212,574.95825,7.8726234
-5.2005434,322.22754,574.96313,7.8738756
-5.1379232,324.0002,574.9524,7.8747406
-5.097923,323.00513,574.9478,7.8736124
-5.06357,322.15714,574.9366,7.871769
-4.230814,970.76227,1696.1907,29.086573
-4.2595935,969.912,1696.2296,29.088799
-4.2450266,969.1582,1696.2965,29.08849
-4.275125,970.4201,1696.3018,29.09139
-4.285561,972.0496,1696.3738,29.087872
-4.272061,972.92725,1696.3845,29.08813
-4.2719803,971.9646,1696.4438,29.088629
-4.2586303,974.8564,1696.4542,29.086596
-4.228928,972.54114,1696.4945,29.088305
-4.1852946,971.3522,1696.5425,29.084558
-4.1320715,974.4706,1696.5857,29.085424
-4.075544,972.3338,1696.6008,29.085285
-4.021189,972.2882,1696.6598,29.087067
-3.993053,974.7544,1696.7162,29.089441
-3.9590304,975.82965,1696.751,29.090437
-3.9053245,973.47626,1696.8215,29.092457
-3.8475196,970.59174,1696.9109,29.086298
-3.7850585,972.76746,1697.0072,29.089252
-3.7276587,971.8824,1697.1565,29.08121
-3.6747966,975.3793,1697.3347,29.083492
-3.609968,974.5534,1697.5903,29.084137
-3.5437002,976.126,1697.971,29.085815
-3.4523098,978.4571,1698.4775,29.087128
-3.4004872,976.60333,1699.1814,29.085636
-3.3546886,975.28436,1700.1115,29.082508
-2.7285862,1132.7828,1978.3745,34.113827
-2.7690244,1131.7643,1978.4083,34.11607
-2.764876,1131.0631,1978.4806,34.115707
-2.80622,1132.4756,1978.4805,34.11894
-2.8247373,1134.113,1978.5554,34.11472
-2.8220105,1135.0828,1978.5642,34.114777
-2.8317535,1133.8523,1978.6288,34.115677
-2.8276384,1137.2833,1978.6372,34.113235
-2.8041122,1134.6315,1978.6805,34.115303
-2.7670567,1133.0803,1978.7322,34.11104
-2.7193377,1136.6294,1978.7789,34.112114
-2.6695871,1134.3068,1978.7925,34.11208
-2.6213999,1134.3097,1978.8563,34.114185
-2.6008153,1136.9368,1978.9149,34.11661
-2.572273,1138.0303,1978.9487,34.117924
-2.5287223,1135.4819,1979.023,34.119995
-2.4799187,1132.3307,1979.1146,34.11275
-2.4242105,1134.7975,1979.2107,34.116077
-2.376111,1133.7372,1979.3638,34.10654
-2.333653,1137.4746,1979.5427,34.109203
-2.277369,1136.3889,1979.8002,34.109837
-2.2176383,1137.9761,1980.1843,34.111706
-2.1327455,1140.5476,1980.6931,34.11321
-2.0899658,1138.5658,1981.3986,34.11156
-2.0529678,1137.2358,1982.3267,34.108006
-3.8811307,889.36334,1554.1086,25.786577
-3.9098263,888.57416,1554.1517,25.788748
-3.902321,887.8685,1554.2189,25.78838
-3.9329267,888.9677,1554.2288,25.791126
-3.9460635,890.45856,1554.2998,25.787926
-3.9346173,891.3391,1554.3142,25.788239
-3.9395206,890.4263,1554.3738,25.788727
-3.9324358,893.0758,1554.3866,25.786865
-3.9095092,890.95764,1554.4302,25.788439
-3.8708603,889.9538,1554.4785,25.784962
-3.8251007,892.88135,1554.5221,25.785694
-3.7729754,890.8858,1554.5391,25.7855
-3.722509,890.8627,1554.5988,25.787155
-3.6949801,893.17175,1554.6571,25.789516
-3.6630738,894.21783,1554.696,25.790407
-3.6127172,892.0152,1554.7676,25.792294
-3.5670674,889.3346,1554.8589,25.786608
-3.511456,891.3268,1554.9585,25.789398
-3.4583855,890.47394,1555.1104,25.782076
-3.412272,893.91534,1555.2915,25.784187
-3.351795,893.30707,1555.5502,25.784752
-3.2896364,894.67236,1555.9312,25.786135
-3.204405,896.8638,1556.4409,25.787224
-3.1553442,895.1086,1557.1456,25.78569
-3.1109872,893.82465,1558.0795,25.782717
-4.62131,482.58194,856.87787,12.752932
-4.607372,482.23914,856.9275,12.755185
-4.5624533,481.27173,856.977,12.755026
-4.5573864,482.0808,856.9912,12.756562
-4.5397487,483.40894,857.0454,12.754852
-4.488151,484.21207,857.0553,12.755555
-4.459337,483.5425,857.0847,12.75575
-4.4224343,484.55292,857.0893,12.754684
-4.3771367,483.22675,857.10724,12.755388
-4.3334794,483.38266,857.126,12.753257
-4.2943153,485.35577,857.1377,12.754582
-4.2519965,483.81964,857.1331,12.754291
-4.2076507,483.73846,857.1481,12.755281
-4.1753497,485.71335,857.1595,12.757977
-4.1524277,485.92157,857.1519,12.758154
-4.1018744,484.3298,857.1515,12.760074
-4.0530376,482.36554,857.1581,12.757156
-4.008941,483.7595,857.1514,12.758823
-3.9790077,483.38055,857.1559,12.754807
-3.9476447,484.01147,857.1512,12.755867
-3.9205816,482.32944,857.14795,12.756932
-3.8847332,483.9439,857.15515,12.758367
-3.8292744,485.95584,857.1459,12.759401
-3.7986515,484.83414,857.14215,12.75815
-3.7734752,483.9763,857.1282,12.75587
-3.4763823,605.9004,1071.7881,16.513039
-3.4718723,605.42804,1071.8335,16.515285
-3.4354131,604.4987,1071.8867,16.515099
-3.439464,605.4368,1071.8966,16.516897
-3.4284902,606.7719,1071.9528,16.514664
-3.3853867,607.6443,1071.9607,16.515228
-3.364578,606.7723,1071.9937,16.515682
-3.3350732,608.1941,1071.9965,16.514338
-3.2948594,606.6133,1072.0162,16.51531
-3.2566578,606.49084,1072.0375,16.51281
-3.22212,608.79236,1072.0516,16.514227
-3.1852908,607.1154,1072.0454,16.514069
-3.1459951,607.0706,1072.0636,16.515318
-3.1196697,609.167,1072.0763,16.518055
-3.1012104,609.3858,1072.0679,16.518454
-3.0586424,607.6435,1072.0696,16.520433
-3.0169137,605.47327,1072.0775,16.516678
-2.9782438,607.1085,1072.0703,16.51865
-2.9554186,606.59326,1072.0771,16.513494
-2.9320297,607.40857,1072.0726,16.514832
-2.9115973,605.53094,1072.0704,16.515898
-2.8807828,607.15405,1072.0797,16.517479
-2.8303168,609.3483,1072.0719,16.518661
-2.8064888,608.12964,1072.0691,16.51728
-2.787994,607.26373,1072.0532,16.514677
-4.9853454,312.31418,559.01495,8.072747
-4.9620047,312.11664,559.06824,8.074721
-4.911997,311.21637,559.11163,8.074576
-4.8922825,311.84418,559.1322,8.075884
-4.864986,313.04584,559.1837,8.075085
-4.8053327,313.67795,559.1957,8.075789
-4.76898,313.3078,559.2185,8.07543
-4.7227745,313.84732,559.225,8.074565
-4.671615,312.86072,559.2384,8.074978
-4.625097,313.25705,559.25415,8.073553
-4.5863996,314.6549,559.26105,8.074222
-4.53964,313.40903,559.2579,8.073754
-4.4904895,313.2856,559.26807,8.074331
-4.453933,314.9683,559.2782,8.076263
-4.4323063,315.1709,559.2709,8.0762825
-4.373893,313.8682,559.26746,8.077718
-4.321762,312.29504,559.27075,8.075886
-4.2761855,313.3931,559.2653,8.07694
-4.2380986,313.17816,559.2658,8.074655
-4.2015533,313.56213,559.25934,8.075394
-4.1684012,312.2621,559.2545,8.076483
-4.129528,313.70923,559.2571,8.077395
-4.0672255,315.3114,559.2472,8.078335
-4.0338297,314.40042,559.2419,8.077282
-4.0116954,313.64594,559.22986,8.07548
-3.5744262,1026.1287,1792.5986,30.701757
-3.608604,1025.2024,1792.6361,30.704
-3.5993254,1024.4679,1792.7052,30.703667
-3.634335,1025.7527,1792.7087,30.70667
-3.6487956,1027.3757,1792.7817,30.702911
-3.6401017,1028.3185,1792.792,30.7031
-3.644787,1027.2495,1792.8536,30.703762
-3.6360776,1030.3215,1792.8634,30.701586
-3.6098104,1027.882,1792.9052,30.703424
-3.569752,1026.6008,1792.9546,30.699503
-3.519859,1029.8683,1792.9993,30.700432
-3.4667568,1027.6727,1793.0139,30.700329
-3.415526,1027.6475,1793.075,30.702229
-3.3906517,1030.1564,1793.1324,30.704613
-3.359196,1031.2455,1793.1672,30.705725
-3.3101935,1028.832,1793.2393,30.707747
-3.2577035,1025.8654,1793.33,30.701214
-3.1988888,1028.1362,1793.4265,30.704302
-3.145897,1027.1833,1793.5776,30.695745
-3.0982556,1030.7706,1793.7566,30.698166
-3.0375266,1029.8668,1794.0131,30.698792
-2.9745624,1031.4215,1794.3951,30.700502
-2.886637,1033.8328,1794.903,30.701885
-2.838837,1031.94,1795.6075,30.70031
-2.7968159,1030.6216,1796.5374,30.697035
-5.7372293,803.0428,1405.2693,23.284212
-5.7444406,802.4894,1405.3124,23.286427
-5.7076674,801.604,1405.3727,23.286148
-5.714912,802.87573,1405.3821,23.288715
-5.7083793,804.41943,1405.4492,23.285915
-5.671512,805.3707,1405.4604,23.28637
-5.650251,804.66943,1405.5132,23.286636
-5.6167407,806.9762,1405.5243,23.284973
-5.570762,804.94116,1405.56,23.286383
-5.509736,804.31104,1405.6025,23.283197
-5.439642,806.97455,1405.6407,23.283838
-5.3646245,805.0418,1405.6555,23.283463
-5.2905107,804.9372,1405.7081,23.28487
-5.2415657,807.22705,1405.7609,23.28723
-5.188573,808.31854,1405.7952,23.287962
-5.113263,806.1867,1405.8611,23.289875
-5.0335913,803.608,1405.9456,23.284868
-4.951494,805.52124,1406.0404,23.287464
-4.889631,804.7441,1406.1853,23.280989
-4.835117,808.0159,1406.362,23.282967
-4.772474,807.5026,1406.6135,23.28358
-4.709359,808.93506,1406.9893,23.285086
-4.620186,811.0116,1407.4922,23.286114
-4.5692153,809.2898,1408.1925,23.284771
-4.5252724,807.9884,1409.1226,23.282053
-5.3440948,726.3633,1271.4059,20.13105
-5.3515162,725.8671,1271.4525,20.133207
-5.3220944,725.032,1271.5134,20.132866
-5.330154,726.14655,1271.5273,20.135292
-5.32653,727.55133,1271.5939,20.13279
-5.2920184,728.5065,1271.6085,20.133291
-5.276016,727.8473,1271.6616,20.13356
-5.2490306,729.9281,1271.6753,20.13206
-5.2100024,728.0813,1271.7142,20.133337
-5.154134,727.6235,1271.7573,20.13041
-5.091653,730.10876,1271.796,20.13092
-5.021227,728.31195,1271.8125,20.130493
