cellMass,time,generation,label
1463.5579544537964,11038,3,0
1477.214189776597,11098,3,0
1490.8913243357335,11158,3,0
1504.1009288102694,11218,3,0
1517.5625585661105,11278,3,0
1531.448688695063,11338,3,0
1545.665268,11398,3,0
1560.1650540451253,11458,3,0
1574.6542615496105,11518,3,0
1589.5836183440806,11578,3,0
1604.7224025641822,11638,3,0
1620.1186598556726,11698,3,0
1636.0032115618353,11758,3,0
1652.2484622863433,11818,3,0
1669.4759687270046,11878,3,0
1687.5479872866988,11938,3,0
1706.481689154712,11998,3,0
1726.3647326843488,12058,3,0
1746.2741670368166,12118,3,0
1766.8278358620234,12178,3,0
1787.6183073224977,12238,3,0
1808.6756895567069,12298,3,1
912.5936881086718,12342,4,0
928.1849830590028,12402,4,0
938.6565835898182,12462,4,0
948.8398147445179,12522,4,0
958.2961341535614,12582,4,0
967.7033881404658,12642,4,0
977.3439372577952,12702,4,0
987.6240246119952,12762,4,0
998.1757186243883,12822,4,0
1008.8591935538218,12882,4,0
1019.6005179537948,12942,4,0
1030.3334123462253,13002,4,0
1041.204688,13062,4,0
1052.442509453821,13122,4,0
1063.1524696828092,13182,4,0
1073.6115088708968,13242,4,0
1084.6728545207318,13302,4,0
1096.2125153814006,13362,4,0
1107.840441,13422,4,0
1119.9493729590454,13482,4,0
1131.6015358827433,13542,4,0
1144.0124237016073,13602,4,0
1156.095774192344,13662,4,0
1168.239261,13722,4,0
1181.095198747578,13782,4,0
1195.1711958649703,13842,4,0
1209.5669120672198,13902,4,0
1224.5547684330181,13962,4,0
1240.7256574873168,14022,4,0
1258.402541231303,14082,4,0
1276.7289344128683,14142,4,0
1295.3509519770657,14202,4,0
1314.4116580550935,14262,4,0
1334.2695775986429,14322,4,0
1353.7224683410957,14382,4,0
1373.5047505698656,14442,4,0
1393.5089194871744,14502,4,0
1414.1000265254045,14562,4,0
1435.9702526052515,14622,4,0
1458.6332977487345,14682,4,0
1481.3965582033954,14742,4,0
1505.2907756277023,14802,4,0
1528.7345687299346,14862,4,0
1552.0648532199937,14922,4,0
1575.5137672630738,14982,4,0
1599.6021662479823,15042,4,0
1623.6665337424033,15102,4,0
1647.7343808793853,15162,4,0
1671.8636151986343,15222,4,0
1696.1727398074938,15282,4,0
1720.1374750559155,15342,4,0
1743.5367396977103,15402,4,0
1767.397531140026,15462,4,0
1790.5464287312293,15522,4,0
1812.9905368417164,15582,4,0
1835.480152246123,15642,4,0
1858.259301,15702,4,0
1881.0235064788956,15762,4,0
1903.1979501466867,15822,4,0
1924.9513915424275,15882,4,0
1946.7346788061545,15942,4,0
1969.7608214884838,16002,4,0
1992.8572594623045,16062,4,0
2015.4394049365133,16122,4,0
2038.4705169842543,16182,4,0
2061.4979489073817,16242,4,1
1039.7744877268924,16295,5,0
1047.4736889529397,16355,5,0
1060.2603622825563,16415,5,0
1073.1237758196323,16475,5,0
1085.7731035502582,16535,5,0
1098.523491897345,16595,5,0
1111.665261996538,16655,5,0
1124.9435669928014,16715,5,0
1138.4896645543256,16775,5,0
1151.9512067953774,16835,5,0
1165.4796553010312,16895,5,0
1178.9878843788633,16955,5,0
1193.0220090916641,17015,5,0
1207.643908650988,17075,5,0
1222.2245625240419,17135,5,0
1237.091815447321,17195,5,0
1252.3978524953077,17255,5,0
1268.961485210002,17315,5,0
1285.7740313646357,17375,5,0
1302.888580984281,17435,5,0
1320.0103563964237,17495,5,0
1337.8734347985867,17555,5,0
1355.7264111207958,17615,5,0
1374.2892884885407,17675,5,0
1392.6896761414741,17735,5,0
1411.1540422969954,17795,5,0
1429.4123941412693,17855,5,0
1448.1736121478257,17915,5,0
1467.8334396254713,17975,5,0
1487.1773797144856,18035,5,0
1506.3332762893492,18095,5,0
1526.3209547375955,18155,5,0
1546.9281372594617,18215,5,0
1567.6635105391906,18275,5,0
1589.1087387455093,18335,5,0
1611.352821053663,18395,5,0
1633.447413423864,18455,5,0
1656.1498675207602,18515,5,0
1678.237572770639,18575,5,0
1701.1062327292532,18635,5,0
1724.2635908195393,18695,5,0
1746.831621712748,18755,5,0
1770.3766611708493,18815,5,0
1794.4164328463526,18875,5,0
1819.417923070596,18935,5,0
1844.943978629897,18995,5,0
1869.757864,19055,5,0
1894.3343914414932,19115,5,0
1918.4174911834775,19175,5,0
1942.5862544459621,19235,5,0
1967.602415942408,19295,5,0
1994.3940994121815,19355,5,0
2020.6637982557836,19415,5,0
2047.8474374198504,19475,5,0
2075.1170219458904,19535,5,1
